experiment,method,dataset,backbone,mode,shot,train_setting,test_episodes,final_test_acc,runtime,status,log_file
frofa_proto_cub_resnet12_5way_5shot_cloud,FroFAProtoNet,CUB,ResNet12,joint,5-way 5-shot,120 epochs; 2000 train episodes/epoch,1000,85.997%,5:11:04,finished,frofa_proto_cub_resnet12_5way_5shot_cloud_console.log
