experiment,method,dataset,backbone,mode,shot,train_setting,test_episodes,final_test_acc,runtime,status,log_file
frofa_proto_cub_resnet12_5way_1shot_cloud,FroFAProtoNet,CUB,ResNet12,joint,5-way 1-shot,120 epochs; 2000 train episodes/epoch,1000,74.004%,4:09:36,finished,frofa_proto_cub_resnet12_5way_1shot_cloud_console.log
